날짜,종목코드,Close,Open,High,Low,Volume,일별수익률,변동성(20일),종목명,시장구분
2011-09-29,005930,16740,16080,16960,16080,553981,0.037174721189590976,583.9214078335579,삼성전자,KOSPI
2011-09-30,005930,16800,16600,16800,16220,516023,0.0035842293906809264,613.2948119100613,삼성전자,KOSPI
2011-10-04,005930,16560,16100,16640,15919,658616,-0.014285714285714235,637.0482919809119,삼성전자,KOSPI
2011-10-05,005930,16840,16480,17000,16340,644036,0.01690821256038655,672.5473960993437,삼성전자,KOSPI
2011-10-06,005930,17100,17480,17580,16840,600160,0.015439429928741033,663.5597779758622,삼성전자,KOSPI
2011-10-07,005930,17200,17300,17620,17000,530423,0.005847953216374213,627.8945603740926,삼성전자,KOSPI
2011-10-10,005930,17480,17560,17700,17440,345316,0.016279069767441756,679.6872345734555,삼성전자,KOSPI
2011-10-11,005930,17620,17700,17700,17380,459031,0.008009153318077722,746.6380790266711,삼성전자,KOSPI
2011-10-12,005930,17960,17440,17980,17400,432600,0.0192962542565267,815.953430043655,삼성전자,KOSPI
2011-10-13,005930,17800,17960,17980,17620,325563,-0.008908685968819552,808.5855095880677,삼성전자,KOSPI
2011-10-14,005930,17720,17420,17880,17420,217319,-0.004494382022471877,804.4579737804536,삼성전자,KOSPI
2011-10-17,005930,17800,17800,17900,17620,213700,0.004514672686230181,825.7251996052704,삼성전자,KOSPI
2011-10-18,005930,17660,17500,17860,17420,277012,-0.00786516853932584,837.6382839488938,삼성전자,KOSPI
2011-10-19,005930,17720,17700,17720,17400,214254,0.003397508493771184,847.9889522617026,삼성전자,KOSPI
2011-10-20,005930,18140,17720,18400,17660,569192,0.023702031602708784,877.3518768370413,삼성전자,KOSPI
2011-10-21,005930,18340,18400,18500,18140,466429,0.011025358324145529,879.7104786893212,삼성전자,KOSPI
2011-10-24,005930,18820,18260,18860,18220,376214,0.026172300981461394,830.2561431015733,삼성전자,KOSPI
2011-10-25,005930,18900,18720,19020,18700,365737,0.004250797024442088,789.1494421877701,삼성전자,KOSPI
2011-10-26,005930,18680,18659,18920,18540,250360,-0.011640211640211673,761.6180835977855,삼성전자,KOSPI
2011-10-27,005930,18480,18580,18780,18380,349475,-0.010706638115631661,702.8333634952958,삼성전자,KOSPI
2011-10-28,005930,18900,18559,18920,18540,537992,0.022727272727272707,710.5550091672262,삼성전자,KOSPI
2011-10-31,005930,19360,18820,19400,18660,476217,0.024338624338624326,745.7133638688775,삼성전자,KOSPI
2011-11-01,005930,19800,19360,19980,19240,620094,0.022727272727272707,778.1651833843407,삼성전자,KOSPI
2011-11-02,005930,19420,19400,19560,19320,569636,-0.019191919191919204,769.3024865353543,삼성전자,KOSPI
2011-11-03,005930,19340,19240,19420,19160,328782,-0.004119464469618972,756.787531887952,삼성전자,KOSPI
2011-11-04,005930,20100,19660,20100,19640,535139,0.03929679420889354,800.0236838599512,삼성전자,KOSPI
2011-11-07,005930,19860,19920,20000,19720,280586,-0.011940298507462699,816.8353567274162,삼성전자,KOSPI
2011-11-08,005930,19400,19720,19800,19300,341584,-0.023162134944612278,798.8017341783385,삼성전자,KOSPI
2011-11-09,005930,19700,19400,19760,19320,386372,0.015463917525773141,807.5244822751131,삼성전자,KOSPI
2011-11-10,005930,18700,19340,19460,18700,624218,-0.050761421319796995,773.3971540513594,삼성전자,KOSPI
2011-11-11,005930,19660,18900,19680,18600,486576,0.051336898395721864,746.4575991765549,삼성전자,KOSPI
2011-11-14,005930,19920,19760,20040,19740,282989,0.01322482197355046,726.4586053335477,삼성전자,KOSPI
2011-11-15,005930,19920,19720,19999,19600,234838,0.0,673.5264617940762,삼성전자,KOSPI
2011-11-16,005930,19500,19900,20060,19460,339267,-0.02108433734939763,585.3393078063039,삼성전자,KOSPI
2011-11-17,005930,19600,19640,19840,19220,259445,0.00512820512820511,528.2742509440825,삼성전자,KOSPI
2011-11-18,005930,19260,19420,19540,19240,326670,-0.01734693877551019,475.9079964159425,삼성전자,KOSPI
2011-11-21,005930,19000,19020,19200,18840,256942,-0.01349948078920038,466.65100224337027,삼성전자,KOSPI
2011-11-22,005930,19260,19000,19420,18860,241829,0.013684210526315743,454.14002014218255,삼성전자,KOSPI
2011-11-23,005930,18700,18960,19200,18700,307043,-0.029075804776739322,452.50646985779446,삼성전자,KOSPI
2011-11-24,005930,18860,18440,19060,18420,273680,0.00855614973262031,418.83422169536607,삼성전자,KOSPI
2011-11-25,005930,18940,18580,19060,18580,233962,0.0042417815482502785,416.3437345069133,삼성전자,KOSPI
2011-11-28,005930,19560,19180,19640,19160,315940,0.032734952481520585,417.35381935034565,삼성전자,KOSPI
2011-11-29,005930,20100,19800,20100,19720,552503,0.027607361963190247,436.49320245506556,삼성전자,KOSPI
2011-11-30,005930,20080,20000,20200,19920,394423,-0.0009950248756218638,459.2568367539762,삼성전자,KOSPI
2011-12-01,005930,21480,20700,21600,20580,694628,0.06972111553784854,640.2631038137903,삼성전자,KOSPI
2011-12-02,005930,21000,21220,21420,20800,439388,-0.022346368715083775,706.8946173228405,삼성전자,KOSPI
2011-12-05,005930,21320,21380,21460,21160,297501,0.015238095238095273,801.4959697176831,삼성전자,KOSPI
2011-12-06,005930,20880,21140,21400,20820,292758,-0.0206378986866792,839.934834565036,삼성전자,KOSPI
2011-12-07,005930,21120,21000,21360,20820,395486,0.011494252873563315,891.9352112416218,삼성전자,KOSPI
2011-12-08,005930,21280,21140,21660,20920,521081,0.007575757575757569,904.4079191440835,삼성전자,KOSPI
2011-12-09,005930,21060,20980,21480,20740,276388,-0.010338345864661647,932.7243627364463,삼성전자,KOSPI
2011-12-12,005930,21680,21260,21680,21200,243479,0.029439696106362767,1001.1256822092578,삼성전자,KOSPI
2011-12-13,005930,21000,21480,21500,21000,265044,-0.03136531365313655,1018.1841421709659,삼성전자,KOSPI
2011-12-14,005930,20800,20679,20900,20500,421590,-0.00952380952380949,1013.7055525982017,삼성전자,KOSPI
2011-12-15,005930,20300,20580,20720,20300,339605,-0.024038461538461564,1002.1366647004023,삼성전자,KOSPI
2011-12-16,005930,20900,20420,20900,20400,245774,0.029556650246305383,980.8074010195586,삼성전자,KOSPI
2011-12-19,005930,20140,20900,20900,19680,410694,-0.036363636363636376,929.001161406562,삼성전자,KOSPI
2011-12-20,005930,20240,20160,20580,20140,275516,0.0049652432969216065,889.4326991491789,삼성전자,KOSPI
2011-12-21,005930,21140,20700,21140,20620,408316,0.04446640316205541,796.0190423535595,삼성전자,KOSPI
2011-12-22,005930,21040,20900,21060,20820,213171,-0.004730368968779541,688.0108628273432,삼성전자,KOSPI
2011-12-23,005930,21360,21120,21480,21120,246478,0.015209125475285079,563.0967010530665,삼성전자,KOSPI
2011-12-26,005930,21320,21340,21500,21320,124469,-0.0018726591760299671,487.63230323461863,삼성전자,KOSPI
2011-12-27,005930,21460,21360,21600,21060,226189,0.0065666041275798115,462.6240943050667,삼성전자,KOSPI
2011-12-28,005930,21220,21460,21460,21200,220925,-0.011183597390493905,413.52273532610434,삼성전자,KOSPI
2011-12-29,005930,21160,21240,21540,21140,218898,-0.002827521206409056,401.4958871127143,삼성전자,KOSPI
2012-01-02,005930,21600,21400,21600,21300,263300,0.020793950850661602,421.7494891270786,삼성전자,KOSPI
2012-01-03,005930,22100,21860,22100,21840,339046,0.02314814814814814,479.97806967446496,삼성전자,KOSPI
2012-01-04,005930,21600,22100,22200,21500,342389,-0.022624434389140302,490.28885148934535,삼성전자,KOSPI
2012-01-05,005930,21100,21460,21580,21100,346691,-0.02314814814814814,490.32212827251504,삼성전자,KOSPI
2012-01-06,005930,20800,21120,21319,20600,376753,-0.014218009478673022,494.0690341706514,삼성전자,KOSPI
2012-01-09,005930,20320,20800,20820,20300,387166,-0.023076923076923106,524.0972187837355,삼성전자,KOSPI
2012-01-10,005930,20520,20420,20720,20420,409381,0.009842519685039353,516.4697983731318,삼성전자,KOSPI
2012-01-11,005930,20420,20340,20480,20280,382904,-0.004873294346978585,532.8483540568152,삼성전자,KOSPI
2012-01-12,005930,20560,20320,20580,20220,371462,0.006856023506366382,539.7026471756698,삼성전자,KOSPI
2012-01-13,005930,20920,20560,21000,20520,293017,0.017509727626459082,516.8161639968563,삼성전자,KOSPI
2012-01-16,005930,20600,20800,20800,20400,232948,-0.015296367112810683,524.0520263445165,삼성전자,KOSPI
2012-01-17,005930,20720,20820,20959,20480,342322,0.005825242718446644,490.00537053985346,삼성전자,KOSPI
2012-01-18,005930,20600,21020,21040,20440,307608,-0.00579150579150578,466.26850182001147,삼성전자,KOSPI
2012-01-19,005930,21440,20760,21440,20740,448056,0.040776699029126284,474.80854867487506,삼성전자,KOSPI
2012-01-20,005930,22100,21800,22100,21520,512607,0.03078358208955234,530.3663083686934,삼성전자,KOSPI
2012-01-25,005930,22280,21840,22500,21840,455736,0.008144796380090469,590.9100920124056,삼성전자,KOSPI
2012-01-26,005930,22260,22320,22420,21880,353212,-0.0008976660682226134,641.0673665232515,삼성전자,KOSPI
2012-01-27,005930,22500,22400,22500,22220,255060,0.010781671159029615,703.3596070589422,삼성전자,KOSPI
2012-01-30,005930,22300,22580,22600,22180,327408,-0.008888888888888835,742.0561760547897,삼성전자,KOSPI
2012-01-31,005930,22140,22100,22400,21780,434959,-0.007174887892376636,764.6836291117938,삼성전자,KOSPI
2012-02-01,005930,21580,22140,22140,21560,458731,-0.025293586269195978,764.3442321775983,삼성전자,KOSPI
2012-02-02,005930,21600,21720,22080,21360,448986,0.000926784059314123,746.2439279484989,삼성전자,KOSPI
2012-02-03,005930,21320,21420,21680,21120,357253,-0.012962962962962954,743.2956484822416,삼성전자,KOSPI
2012-02-06,005930,21480,21680,21820,21320,317585,0.007504690431519689,742.6630602451129,삼성전자,KOSPI
2012-02-07,005930,21860,21540,21920,21460,238611,0.017690875232774683,741.1967563197722,삼성전자,KOSPI
2012-02-08,005930,21840,21980,22000,21680,236880,-0.0009149130832570851,704.2248444772109,삼성전자,KOSPI
2012-02-09,005930,21680,21740,21800,21200,480585,-0.0073260073260073,670.380881526162,삼성전자,KOSPI
2012-02-10,005930,21240,21680,21680,21220,372318,-0.020295202952029467,623.6556067169431,삼성전자,KOSPI
2012-02-13,005930,21660,21380,21780,21340,320760,0.019774011299435124,578.5317168214943,삼성전자,KOSPI
2012-02-14,005930,21600,21680,21780,21480,246511,-0.0027700831024930483,555.6219843325937,삼성전자,KOSPI
2012-02-15,005930,22700,21960,22760,21840,570588,0.05092592592592582,547.1024151213222,삼성전자,KOSPI
2012-02-16,005930,22700,22600,22800,22420,308603,0.0,530.7631050517879,삼성전자,KOSPI
2012-02-17,005930,23520,23180,23600,23120,346676,0.03612334801762107,570.6690441006429,삼성전자,KOSPI
2012-02-20,005930,23500,23560,23880,23320,296550,-0.0008503401360544505,646.9775884835614,삼성전자,KOSPI
2012-02-21,005930,23600,23500,23960,23300,216328,0.004255319148936065,729.5102899602576,삼성전자,KOSPI
2012-02-22,005930,23940,23640,24000,23440,235724,0.014406779661017,830.3829173782952,삼성전자,KOSPI
2012-02-23,005930,23200,23460,23580,23020,465609,-0.030910609857978333,857.0917779266572,삼성전자,KOSPI
2012-02-24,005930,23600,23060,23720,23060,284960,0.01724137931034475,904.7075712481292,삼성전자,KOSPI
2012-02-27,005930,23420,23480,23600,23180,168265,-0.007627118644067843,935.3969042182347,삼성전자,KOSPI
2012-02-28,005930,23700,23920,24000,23620,333027,0.011955593509820561,975.9481220034751,삼성전자,KOSPI
2012-02-29,005930,24120,23820,24180,23820,345618,0.017721518987341867,1016.1454516688902,삼성전자,KOSPI
2012-03-02,005930,23640,24300,24340,23580,360682,-0.01990049751243783,1011.379464421063,삼성전자,KOSPI
2012-03-05,005930,23480,23800,23820,23320,223655,-0.006768189509306244,968.8973657014258,삼성전자,KOSPI
2012-03-06,005930,23600,23580,23860,23340,211532,0.005110732538330387,929.2781578929134,삼성전자,KOSPI
2012-03-07,005930,23440,23500,23660,23300,230554,-0.006779661016949157,900.2333030942616,삼성전자,KOSPI
2012-03-08,005930,23600,23600,23720,23300,406211,0.006825938566553003,865.2903376445719,삼성전자,KOSPI
2012-03-09,005930,24600,23820,24620,23760,365212,0.04237288135593231,859.9455307107994,삼성전자,KOSPI
2012-03-12,005930,24200,24480,24520,24200,236760,-0.016260162601625994,743.9715614259263,삼성전자,KOSPI
2012-03-13,005930,24420,24000,24580,24000,239728,0.009090909090909038,656.8657637439724,삼성전자,KOSPI
2012-03-14,005930,25000,24600,25100,24600,367328,0.02375102375102367,564.8837793834508,삼성전자,KOSPI
2012-03-15,005930,25000,25020,25200,24840,281014,0.0,584.5772201478555,삼성전자,KOSPI
2012-03-16,005930,24760,25200,25340,24760,361632,-0.009600000000000053,558.8814015984395,삼성전자,KOSPI
2012-03-19,005930,25200,24700,25360,24680,237833,0.017770597738287597,619.0816628387264,삼성전자,KOSPI
2012-03-20,005930,25340,25340,25540,25200,238807,0.005555555555555536,674.9120800441183,삼성전자,KOSPI
2012-03-21,005930,24840,25200,25200,24840,258654,-0.019731649565903675,684.1321817494539,삼성전자,KOSPI
2012-03-22,005930,25160,24700,25260,24700,253830,0.012882447665056418,717.5279198675676,삼성전자,KOSPI
2012-03-23,005930,25220,24860,25480,24860,217307,0.0023847376788552754,709.1069253497333,삼성전자,KOSPI
2012-03-26,005930,25500,25360,25500,25220,184819,0.011102299762093537,734.8010830006664,삼성전자,KOSPI
2012-03-27,005930,26220,25700,26219,25520,283880,0.028235294117647136,799.7210039823458,삼성전자,KOSPI
2012-03-28,005930,26040,26000,26160,25900,198516,-0.006864988558352381,838.7327533719857,삼성전자,KOSPI
2012-03-29,005930,25600,25980,25980,25600,233777,-0.016897081413210446,852.9151250425334,삼성전자,KOSPI
2012-03-30,005930,25500,25400,25600,25140,305967,-0.00390625,827.3381539930551,삼성전자,KOSPI
2012-04-02,005930,25980,25500,25980,25220,251937,0.018823529411764683,800.0914421423834,삼성전자,KOSPI
2012-04-03,005930,26700,26400,26780,26040,330512,0.02771362586605086,822.5147575063892,삼성전자,KOSPI
2012-04-04,005930,26400,26620,27020,26300,292224,-0.011235955056179803,769.6779914524777,삼성전자,KOSPI
2012-04-05,005930,26600,26040,26700,25939,258692,0.007575757575757569,718.9788079740558,삼성전자,KOSPI
2012-04-06,005930,26640,26540,26680,26260,205972,0.0015037593984963404,741.7646101305388,삼성전자,KOSPI
2012-04-09,005930,26340,26400,26600,26120,172210,-0.011261261261261257,694.8009938483368,삼성전자,KOSPI
2012-04-10,005930,26220,26279,26400,26140,223655,-0.004555808656036442,645.6094631798495,삼성전자,KOSPI
2012-04-12,005930,25460,25660,25980,25360,505706,-0.02898550724637683,626.7913276530377,삼성전자,KOSPI
2012-04-13,005930,25360,25300,25540,25200,709175,-0.00392772977219169,609.472593399628,삼성전자,KOSPI
2012-04-16,005930,25180,25460,25520,25000,305181,-0.007097791798107211,579.9410133344369,삼성전자,KOSPI
2012-04-17,005930,24980,25020,25280,24820,291687,-0.007942811755361379,593.3526509766832,삼성전자,KOSPI
2012-04-18,005930,25860,25540,26040,25380,345320,0.03522818254603677,585.1315641532476,삼성전자,KOSPI
2012-04-19,005930,26140,25840,26140,25780,263389,0.010827532869296164,544.8659902842405,삼성전자,KOSPI
2012-04-20,005930,25640,25880,25940,25560,198642,-0.01912777352716144,522.7649164727316,삼성전자,KOSPI
2012-04-23,005930,25580,25380,25600,25240,168229,-0.002340093603744098,504.76779445185946,삼성전자,KOSPI
2012-04-24,005930,25660,25300,25720,25240,265092,0.0031274433150898506,499.3838308619142,삼성전자,KOSPI
2012-04-25,005930,26100,26080,26300,25860,276830,0.017147310989867437,496.1101320855077,삼성전자,KOSPI
2012-04-26,005930,26800,26400,26800,26340,330125,0.026819923371647514,535.056317744123,삼성전자,KOSPI
2012-04-27,005930,27480,27100,27659,27020,318334,0.025373134328358304,629.5353340695901,삼성전자,KOSPI
2012-04-30,005930,27800,27900,28180,27540,315924,0.011644832605531397,729.5593478979406,삼성전자,KOSPI
2012-05-02,005930,28200,28200,28360,27980,368585,0.014388489208633004,860.1658346841613,삼성전자,KOSPI
2012-05-03,005930,28020,28040,28200,27960,206721,-0.006382978723404209,942.6340474269037,삼성전자,KOSPI
2012-05-04,005930,27200,27499,27960,26980,410013,-0.029264810849393252,962.830804396464,삼성전자,KOSPI
2012-05-07,005930,26840,26840,27060,26500,378463,-0.013235294117647012,967.4246876712392,삼성전자,KOSPI
2012-05-08,005930,26820,26960,27040,26780,241223,-0.0007451564828614421,970.850956093351,삼성전자,KOSPI
2012-05-09,005930,26620,26700,26960,26480,253520,-0.007457121551081247,972.2009755406083,삼성전자,KOSPI
2012-05-10,005930,26540,26580,26720,26440,263434,-0.003005259203606281,971.750455296228,삼성전자,KOSPI
2012-05-11,005930,26060,26300,26460,26060,273746,-0.018085908063300682,949.7611888203681,삼성전자,KOSPI
2012-05-14,005930,26280,26100,26540,26080,302375,0.008442056792018482,916.1820090376234,삼성전자,KOSPI
2012-05-15,005930,26220,26080,26400,26000,312381,-0.0022831050228310223,866.0594363947699,삼성전자,KOSPI
2012-05-16,005930,24600,25960,26000,24560,772389,-0.06178489702517165,905.405404980789,삼성전자,KOSPI
2012-05-17,005930,24460,24600,24860,24020,663431,-0.005691056910569148,1007.7024414609311,삼성전자,KOSPI
2012-05-18,005930,23320,24080,24100,23300,602891,-0.046606704824202816,1227.1902010176293,삼성전자,KOSPI
2012-05-21,005930,24180,23880,24320,23800,475248,0.036878216123499064,1309.9051793726803,삼성전자,KOSPI
2012-05-22,005930,24800,25100,25100,24540,476938,0.02564102564102555,1341.7820044136924,삼성전자,KOSPI
2012-05-23,005930,24420,24800,24800,23900,323898,-0.015322580645161343,1395.615691332948,삼성전자,KOSPI
2012-05-24,005930,24500,24260,24500,23960,305365,0.003276003276003303,1442.963325207797,삼성전자,KOSPI
2012-05-25,005930,24500,24660,24920,24460,203783,0.0,1472.0737252704378,삼성전자,KOSPI
2012-05-29,005930,24760,24240,24760,24120,216876,0.010612244897959089,1448.0516856143402,삼성전자,KOSPI
2012-05-30,005930,24520,24760,24800,24300,254380,-0.009693053311793265,1395.2290889048727,삼성전자,KOSPI
2012-05-31,005930,24220,24260,24260,23840,442818,-0.012234910277324595,1291.2922943600686,삼성전자,KOSPI
2012-06-01,005930,24660,24260,24740,23980,272252,0.018166804293971994,1149.2716228802924,삼성전자,KOSPI
2012-06-04,005930,23920,23960,24100,23840,361840,-0.030008110300081103,1092.9130557223787,삼성전자,KOSPI
2012-06-05,005930,24060,24020,24180,23860,257449,0.005852842809364489,1036.9240950751287,삼성전자,KOSPI
2012-06-07,005930,25300,24780,25300,24660,419412,0.05153782211138824,946.1562127616,삼성전자,KOSPI
2012-06-08,005930,24940,25500,25500,24900,199521,-0.014229249011857736,855.355266295212,삼성전자,KOSPI
2012-06-11,005930,25360,25440,25500,25320,198491,0.016840417000801855,765.9902431699666,삼성전자,KOSPI
2012-06-12,005930,25100,24920,25200,24900,176329,-0.010252365930599416,707.7049638016391,삼성전자,KOSPI
2012-06-13,005930,25420,25320,25480,25120,191611,0.012749003984063645,628.7590116545829,삼성전자,KOSPI
2012-06-14,005930,25220,25380,25420,25120,441585,-0.007867820613689958,530.5121656425445,삼성전자,KOSPI
2012-06-15,005930,24340,25000,25200,24280,609612,-0.03489294210943694,534.0214858677755,삼성전자,KOSPI
2012-06-18,005930,24860,24800,25140,24680,352506,0.021364009860312283,535.9890022438161,삼성전자,KOSPI
2012-06-19,005930,24880,24900,24940,24440,297169,0.0008045052292839916,442.14310614980207,삼성전자,KOSPI
2012-06-20,005930,25040,24980,25300,24900,265743,0.006430868167202508,430.7875285298401,삼성전자,KOSPI
2012-06-21,005930,24540,24680,24840,24520,255553,-0.019968051118210872,432.83155833966464,삼성전자,KOSPI
2012-06-22,005930,23640,23780,24040,23600,626943,-0.03667481662591687,493.0026155583499,삼성전자,KOSPI
2012-06-25,005930,22640,23420,23560,22560,828723,-0.04230118443316411,673.0793337146,삼성전자,KOSPI
2012-06-26,005930,22780,22660,22980,22580,506211,0.006183745583038913,786.3439718757108,삼성전자,KOSPI
2012-06-27,005930,23340,22800,23540,22600,471673,0.024582967515364373,825.7048026096476,삼성전자,KOSPI
2012-06-28,005930,23360,23340,23600,23060,208420,0.0008568980291345785,859.7545549381216,삼성전자,KOSPI
2012-06-29,005930,24020,23340,24020,23060,373478,0.028253424657534332,862.883171942215,삼성전자,KOSPI
2012-07-02,005930,23480,24160,24180,23420,383135,-0.022481265611990042,882.207756889382,삼성전자,KOSPI
2012-07-03,005930,23500,23640,23860,23400,316380,0.0008517887563883608,896.9063789669378,삼성전자,KOSPI
2012-07-04,005930,23820,23640,23940,23560,383678,0.013617021276595809,901.7520957032862,삼성전자,KOSPI
2012-07-05,005930,23700,23740,23880,23540,181784,-0.005037783375314908,877.0398778666945,삼성전자,KOSPI
2012-07-06,005930,23220,23880,23880,23060,423970,-0.020253164556962022,884.8496750117652,삼성전자,KOSPI
2012-07-09,005930,22520,22700,22760,22520,426705,-0.030146425495262696,901.9155054368306,삼성전자,KOSPI
2012-07-10,005930,22540,22700,22840,22420,355742,0.000888099467140302,914.8200858495014,삼성전자,KOSPI
2012-07-11,005930,22360,22580,22660,22160,361358,-0.007985803016858917,892.8134124629229,삼성전자,KOSPI
2012-07-12,005930,21820,22420,22520,21820,500103,-0.02415026833631484,909.6905199600951,삼성전자,KOSPI
2012-07-13,005930,22780,21920,22880,21820,542252,0.04399633363886335,902.5321105236759,삼성전자,KOSPI
2012-07-16,005930,23040,22900,23100,22660,305730,0.011413520632133523,841.7394271138186,삼성전자,KOSPI
2012-07-17,005930,23360,22960,23560,22720,317913,0.01388888888888884,761.1867465726788,삼성전자,KOSPI
2012-07-18,005930,23080,23580,23700,22760,292655,-0.011986301369863006,638.2302834689425,삼성전자,KOSPI
2012-07-19,005930,23900,23600,24040,23440,497504,0.035528596187174966,579.6505299248072,삼성전자,KOSPI
2012-07-20,005930,23820,24040,24060,23820,240244,-0.0033472803347280866,589.0616981357139,삼성전자,KOSPI
2012-07-23,005930,23240,23300,23400,23100,258087,-0.02434928631402178,576.6545987987905,삼성전자,KOSPI
2012-07-24,005930,23400,23300,23500,23180,292532,0.0068846815834766595,570.4245879398261,삼성전자,KOSPI
2012-07-25,005930,23160,23060,23440,22780,273353,-0.01025641025641022,569.7681892433877,삼성전자,KOSPI
2012-07-26,005930,23440,23380,23480,23200,273339,0.012089810017271052,571.185286556781,삼성전자,KOSPI
2012-07-27,005930,24660,23900,24660,23820,534352,0.05204778156996581,633.4832694172622,삼성전자,KOSPI
2012-07-30,005930,25500,25200,25560,25020,382995,0.03406326034063256,809.8934302863911,삼성전자,KOSPI
2012-07-31,005930,26180,25600,26679,25500,676303,0.026666666666666616,1029.241417130523,삼성전자,KOSPI
2012-08-01,005930,26000,25840,26300,25660,381803,-0.006875477463712754,1172.8884722858595,삼성전자,KOSPI
2012-08-02,005930,25260,26000,26080,25220,320335,-0.028461538461538427,1231.2868749487493,삼성전자,KOSPI
2012-08-03,005930,24860,24800,25340,24760,312338,-0.015835312747426777,1254.5512932393103,삼성전자,KOSPI
2012-08-06,005930,25960,25700,26100,25640,246024,0.04424778761061954,1312.111997787097,삼성전자,KOSPI
2012-08-07,005930,25880,26060,26080,25680,205823,-0.0030816640986132127,1339.7544943993146,삼성전자,KOSPI
2012-08-08,005930,26400,26120,26560,26020,389471,0.020092735703245657,1370.198218468679,삼성전자,KOSPI
2012-08-09,005930,26800,26420,26960,26360,612875,0.015151515151515138,1350.6427319886225,삼성전자,KOSPI
2012-08-10,005930,26960,26700,26960,26600,294895,0.005970149253731405,1387.5214555003067,삼성전자,KOSPI
2012-08-13,005930,26500,26840,26940,26460,197976,-0.017062314540059353,1379.426272805208,삼성전자,KOSPI
2012-08-14,005930,26900,26520,27000,26520,289928,0.015094339622641506,1396.0074649174583,삼성전자,KOSPI
2012-08-16,005930,26900,27079,27100,26760,296891,0.0,1366.826520390247,삼성전자,KOSPI
2012-08-17,005930,25900,26880,26900,25720,554025,-0.03717472118959109,1332.8260438473956,삼성전자,KOSPI
2012-08-20,005930,25660,25400,25660,25100,399820,-0.009266409266409315,1281.559904754237,삼성전자,KOSPI
2012-08-21,005930,25640,25840,26040,25640,307047,-0.000779423226812126,1168.3348474600416,삼성전자,KOSPI
2012-08-22,005930,25280,25380,25620,25140,321554,-0.01404056162246492,1052.0236139034764,삼성전자,KOSPI
2012-08-23,005930,25740,25220,25740,24980,277600,0.018196202531645556,867.1423121228078,삼성전자,KOSPI
2012-08-24,005930,25500,25400,25740,25280,282921,-0.009324009324009341,669.1896120249553,삼성전자,KOSPI
2012-08-27,005930,23600,23780,24060,23460,1277983,-0.07450980392156858,803.1379248396843,삼성전자,KOSPI
2012-08-28,005930,23900,23720,24180,23600,558503,0.012711864406779627,914.0649522009419,삼성전자,KOSPI
2012-08-29,005930,24600,24180,24700,24140,469517,0.029288702928870203,946.3814742147307,삼성전자,KOSPI
2012-08-30,005930,24300,24560,24580,24040,324636,-0.012195121951219523,994.2841910799868,삼성전자,KOSPI
2012-08-31,005930,24660,24220,24680,24140,407358,0.014814814814814836,1014.7807645003944,삼성전자,KOSPI
2012-09-03,005930,24360,24400,24700,24020,278537,-0.012165450121654486,1039.744907986673,삼성전자,KOSPI
2012-09-04,005930,24360,24380,24560,24200,198954,0.0,1069.4494402556686,삼성전자,KOSPI
2012-09-05,005930,23780,24100,24240,23780,349101,-0.023809523809523836,1130.687261894522,삼성전자,KOSPI
2012-09-06,005930,23920,24000,24060,23860,247977,0.005887300252312766,1149.577038923907,삼성전자,KOSPI
2012-09-07,005930,25000,24600,25020,24400,510922,0.045150501672240884,1091.9277978829364,삼성전자,KOSPI
2012-09-10,005930,25000,25200,25280,25000,318481,0.0,1007.8194282707618,삼성전자,KOSPI
2012-09-11,005930,25120,24800,25300,24640,198608,0.0047999999999999154,950.7470746733882,삼성전자,KOSPI
2012-09-12,005930,25880,25360,25900,25180,370250,0.030254777070063632,867.5161154274431,삼성전자,KOSPI
2012-09-13,005930,26020,25980,26100,25620,390332,0.005409582689335446,781.7517441449614,삼성전자,KOSPI
2012-09-14,005930,26720,26600,26780,26540,498718,0.02690238278247503,854.4718282443038,삼성전자,KOSPI
2012-09-17,005930,26300,26720,26720,26240,298200,-0.01571856287425155,893.4757676447784,삼성전자,KOSPI
2012-09-18,005930,26300,26280,26720,26160,224940,0.0,930.4051183277805,삼성전자,KOSPI
2012-09-19,005930,26280,26120,26460,25960,242946,-0.0007604562737643095,971.2558338238423,삼성전자,KOSPI
2012-09-20,005930,25740,25860,26100,25680,284488,-0.020547945205479423,971.2558338238423,삼성전자,KOSPI
2012-09-21,005930,26040,26000,26140,25900,298374,0.011655011655011593,991.226778449712,삼성전자,KOSPI
2012-09-24,005930,26540,26000,26560,25840,264015,0.01920122887864828,975.8877200299571,삼성전자,KOSPI
2012-09-25,005930,26540,26200,26680,26200,227443,0.0,963.4209879382975,삼성전자,KOSPI
2012-09-26,005930,26500,26260,26500,26120,241197,-0.0015071590052750938,976.7701879152563,삼성전자,KOSPI
2012-09-27,005930,26760,26540,26840,26460,291061,0.009811320754717023,976.83646209804,삼성전자,KOSPI
2012-09-28,005930,26920,27180,27200,26780,358509,0.005979073243647326,994.036957906604,삼성전자,KOSPI
2012-10-02,005930,27380,27080,27420,27040,267729,0.017087667161961306,1008.4041587421316,삼성전자,KOSPI
2012-10-04,005930,27340,27020,27460,26779,383480,-0.0014609203798392478,995.9623751084093,삼성전자,KOSPI
2012-10-05,005930,27400,27739,27800,27040,357080,0.002194586686174116,894.2594701763046,삼성전자,KOSPI
2012-10-08,005930,27460,27500,27580,27200,240919,0.0021897810218978186,763.0658383679717,삼성전자,KOSPI
