날짜,종목코드,Close,Open,High,Low,Volume,일별수익률,변동성(20일),종목명,시장구분
2017-01-25,005930,39400,38340,39400,38320,268677,0.032494758909853205,1039.785402960886,삼성전자,KOSPI
2017-01-26,005930,39900,39420,40000,39420,304290,0.012690355329949332,1162.1916682218196,삼성전자,KOSPI
2017-01-31,005930,39460,39900,39900,39460,359844,-0.01102756892230572,1215.1170617204814,삼성전자,KOSPI
2017-02-01,005930,39120,39540,39660,39039,283008,-0.00861632032437909,1221.4447872994745,삼성전자,KOSPI
2017-02-02,005930,39360,39600,39660,39200,300586,0.006134969325153339,1247.3546745855933,삼성전자,KOSPI
2017-02-03,005930,39460,39400,39500,39180,207727,0.0025406504065039748,1239.8828467577957,삼성전자,KOSPI
2017-02-06,005930,39560,39580,39660,39140,177214,0.0025342118601114905,1154.416690253934,삼성전자,KOSPI
2017-02-07,005930,38820,39560,39580,38760,280836,-0.018705763397371067,1067.338549358812,삼성전자,KOSPI
2017-02-08,005930,38400,38740,38779,38200,341859,-0.010819165378670781,1038.0467487698152,삼성전자,KOSPI
2017-02-09,005930,38400,38779,38840,38219,273883,0.0,1005.481816946747,삼성전자,KOSPI
2017-02-10,005930,38360,38400,38760,38300,220415,-0.0010416666666667185,1005.1635111814056,삼성전자,KOSPI
2017-02-13,005930,37960,37740,38060,37720,222041,-0.010427528675703845,1005.0315522672096,삼성전자,KOSPI
2017-02-14,005930,37580,37960,38260,37320,262483,-0.01001053740779767,999.7452307042004,삼성전자,KOSPI
2017-02-15,005930,37720,37080,37960,37080,283831,0.0037253858435337683,930.4639476598446,삼성전자,KOSPI
2017-02-16,005930,38020,37800,38360,37780,204527,0.007953340402969244,871.5479272384792,삼성전자,KOSPI
2017-02-17,005930,37860,37560,38040,37280,307549,-0.004208311415044741,808.6662183073954,삼성전자,KOSPI
2017-02-20,005930,38660,38220,38780,38160,149716,0.021130480718436262,771.4449872940116,삼성전자,KOSPI
2017-02-21,005930,38940,38540,39560,38420,211252,0.007242628039317189,703.5848057962687,삼성전자,KOSPI
2017-02-22,005930,39300,39000,39340,38980,170789,0.009244992295839749,702.5637262723496,삼성전자,KOSPI
2017-02-23,005930,39180,39020,39440,39020,204346,-0.003053435114503844,696.6166354905044,삼성전자,KOSPI
2017-02-24,005930,38220,38960,39100,38060,185937,-0.024502297090352232,690.66253470281,삼성전자,KOSPI
2017-02-27,005930,38060,38020,38140,37700,180674,-0.004186289900575568,645.434166401113,삼성전자,KOSPI
2017-02-28,005930,38440,38059,38760,37960,301774,0.0099842354177615,615.3296078654062,삼성전자,KOSPI
2017-03-02,005930,39720,38420,39860,38420,424996,0.03329864724245568,656.7375507204692,삼성전자,KOSPI
2017-03-03,005930,39620,39340,39720,39160,254174,-0.0025176233635447742,674.8754271013787,삼성전자,KOSPI
2017-03-06,005930,40080,39220,40220,39220,244697,0.011610297829379057,727.9350751847417,삼성전자,KOSPI
2017-03-07,005930,40200,39800,40320,39800,211065,0.0029940119760478723,782.3116891286832,삼성전자,KOSPI
2017-03-08,005930,40200,40200,40620,40140,242819,0.0,853.2316277109755,삼성전자,KOSPI
2017-03-09,005930,40200,40200,40300,40020,287445,0.0,907.9902619463928,삼성전자,KOSPI
2017-03-10,005930,40180,39960,40420,39860,204556,-0.0004975124378109319,949.3016824016123,삼성전자,KOSPI
2017-03-13,005930,40600,40039,40980,40039,148482,0.010452961672473782,1009.3723948964292,삼성전자,KOSPI
2017-03-14,005930,41360,40620,41540,40500,226501,0.01871921182266001,1100.6270939787037,삼성전자,KOSPI
2017-03-15,005930,41400,40800,41440,40800,191757,0.0009671179883945502,1134.360937639388,삼성전자,KOSPI
2017-03-16,005930,41840,41800,42180,41540,198663,0.010628019323671412,1186.4959467182994,삼성전자,KOSPI
2017-03-17,005930,42400,41800,42500,41720,252046,0.013384321223709472,1279.3300055724092,삼성전자,KOSPI
2017-03-20,005930,41900,42000,42120,41740,205001,-0.011792452830188704,1271.9959450448464,삼성전자,KOSPI
2017-03-21,005930,42560,41780,42680,41760,284403,0.01575178997613369,1348.3713372650352,삼성전자,KOSPI
2017-03-22,005930,42460,41600,42460,41580,328545,-0.0023496240601503793,1401.1964812071762,삼성전자,KOSPI
2017-03-23,005930,41800,42200,42360,41700,307942,-0.015544041450777257,1409.7625779952432,삼성전자,KOSPI
2017-03-24,005930,41500,41600,41980,41080,256163,-0.0071770334928229484,1388.9075601084187,삼성전자,KOSPI
2017-03-27,005930,41200,41200,41880,41180,243553,-0.0072289156626506035,1270.7908851121872,삼성전자,KOSPI
2017-03-28,005930,41480,41560,41840,41380,164325,0.006796116504854455,1103.797750352942,삼성전자,KOSPI
2017-03-29,005930,41780,41740,41960,41580,201865,0.007232401157184265,944.0472780310847,삼성전자,KOSPI
2017-03-30,005930,41980,41880,42440,41880,164080,0.00478697941598849,901.4438710377835,삼성전자,KOSPI
2017-03-31,005930,41200,41820,42020,41200,210006,-0.018580276322058165,817.6114120122327,삼성전자,KOSPI
2017-04-03,005930,41440,41400,41720,41300,191588,0.005825242718446644,764.215455979464,삼성전자,KOSPI
2017-04-04,005930,42080,41600,42180,41520,245110,0.015444015444015413,725.5604004745899,삼성전자,KOSPI
2017-04-05,005930,42140,41900,42240,41700,213994,0.001425855513307983,673.5256803606437,삼성전자,KOSPI
2017-04-06,005930,41840,42000,42080,41600,193668,-0.007119126720455671,592.2401717653374,삼성전자,KOSPI
2017-04-07,005930,41600,41800,41820,41160,200420,-0.005736137667303964,480.41210379599016,삼성전자,KOSPI
2017-04-10,005930,41940,41940,41940,41500,142827,0.008173076923077005,401.83133408513135,삼성전자,KOSPI
2017-04-11,005930,41600,41940,41940,41580,143458,-0.008106819265617515,391.6107089552402,삼성전자,KOSPI
2017-04-12,005930,41900,41860,41940,41700,165498,0.007211538461538547,380.04985822500566,삼성전자,KOSPI
2017-04-13,005930,42420,41660,42460,41660,180816,0.012410501193317325,402.17697073487255,삼성전자,KOSPI
2017-04-14,005930,42020,42160,42260,41760,109257,-0.009429514380009385,383.9353015671761,삼성전자,KOSPI
2017-04-17,005930,41560,42000,42080,41520,104495,-0.01094716801523088,388.72937413552154,삼성전자,KOSPI
2017-04-18,005930,41500,41680,41820,41280,137213,-0.0014436958614052475,353.94914889007003,삼성전자,KOSPI
2017-04-19,005930,40900,41299,41420,40900,235258,-0.014457831325301207,366.03709906885405,삼성전자,KOSPI
2017-04-20,005930,40280,40580,40800,40080,422977,-0.01515892420537901,482.2272886251276,삼성전자,KOSPI
2017-04-21,005930,40760,40480,41400,40480,302610,0.011916583912611634,518.7626980056589,삼성전자,KOSPI
2017-04-24,005930,41240,41260,41260,40920,179803,0.011776251226692791,517.2915293292504,삼성전자,KOSPI
2017-04-25,005930,42700,41460,42740,41320,385992,0.035402521823472366,573.3961613882168,삼성전자,KOSPI
2017-04-26,005930,42800,42700,42800,42520,295896,0.0023419203747072626,628.812581901714,삼성전자,KOSPI
2017-04-27,005930,43840,42700,44520,41960,460645,0.024299065420560817,790.0539621810018,삼성전자,KOSPI
2017-04-28,005930,44620,45780,45800,44520,453714,0.01779197080291972,998.6617361038219,삼성전자,KOSPI
2017-05-02,005930,44900,45500,45500,44760,281366,0.006275212909009342,1186.1197241425523,삼성전자,KOSPI
2017-05-04,005930,45520,45700,45700,44860,273802,0.0138084632516704,1407.028971384667,삼성전자,KOSPI
2017-05-08,005930,47020,45520,47020,45340,391651,0.032952548330404285,1756.7601759459028,삼성전자,KOSPI
2017-05-10,005930,45600,46160,47220,45600,468219,-0.030199914929817107,1874.2644873179072,삼성전자,KOSPI
2017-05-11,005930,45500,45420,46180,45220,425557,-0.002192982456140302,1951.155932693288,삼성전자,KOSPI
2017-05-12,005930,45820,45760,46160,45660,188458,0.007032967032966964,2038.3778380188303,삼성전자,KOSPI
2017-05-15,005930,46100,45620,46280,45620,160028,0.006110868616324705,2108.3443242207113,삼성전자,KOSPI
2017-05-16,005930,46380,46660,46800,46100,176075,0.006073752711496683,2182.8527929728743,삼성전자,KOSPI
2017-05-17,005930,46340,46120,46640,46100,148489,-0.0008624407072014284,2248.775105181533,삼성전자,KOSPI
2017-05-18,005930,45940,45740,46000,45540,223207,-0.008631851532153623,2259.0272708682205,삼성전자,KOSPI
2017-05-19,005930,44720,45640,45780,44720,315247,-0.026556377884196736,2191.3860069779926,삼성전자,KOSPI
2017-05-22,005930,45100,45040,45380,44760,352871,0.008497316636851604,2110.880085850949,삼성전자,KOSPI
2017-05-23,005930,44920,45400,45580,44900,252141,-0.003991130820399147,1955.3529766151937,삼성전자,KOSPI
2017-05-24,005930,44880,44860,45300,44800,173508,-0.0008904719501335867,1683.928677074444,삼성전자,KOSPI
2017-05-25,005930,45680,45160,45680,44800,260896,0.017825311942959,1409.7177769065406,삼성전자,KOSPI
2017-05-26,005930,46080,45600,46460,45540,272273,0.008756567425569184,1119.2154206830514,삼성전자,KOSPI
2017-05-29,005930,45620,46220,46400,45380,174791,-0.00998263888888884,950.5117735088556,삼성전자,KOSPI
2017-05-30,005930,44640,45520,45660,44480,248672,-0.021481806225339795,758.4048356496978,삼성전자,KOSPI
2017-05-31,005930,44700,44580,45020,44400,373382,0.0013440860215054862,682.2131168792552,삼성전자,KOSPI
2017-06-01,005930,44680,44860,44900,44400,195070,-0.0004474272930649059,678.2415343720637,삼성전자,KOSPI
2017-06-02,005930,45960,45060,45960,45000,249775,0.0286481647269472,669.6739190790842,삼성전자,KOSPI
2017-06-05,005930,45940,46040,46360,45720,151988,-0.0004351610095735259,674.9183186446403,삼성전자,KOSPI
2017-06-07,005930,45300,46500,46500,45240,274588,-0.013931214627775357,585.5766388782969,삼성전자,KOSPI
2017-06-08,005930,45160,45000,45580,45000,279575,-0.003090507726269287,589.6752005174259,삼성전자,KOSPI
2017-06-09,005930,46100,45680,46440,45600,234657,0.020814880425155113,606.1535327482313,삼성전자,KOSPI
2017-06-12,005930,45380,45420,45600,45140,219086,-0.015618221258134501,602.0132888898744,삼성전자,KOSPI
2017-06-13,005930,45400,45140,45620,45140,172498,0.00044072278536799736,584.2169748340199,삼성전자,KOSPI
2017-06-14,005930,45360,45800,46060,45240,203334,-0.0008810572687224516,541.3384970802059,삼성전자,KOSPI
2017-06-15,005930,45680,45680,45920,45180,193140,0.007054673721340388,499.1740546563982,삼성전자,KOSPI
2017-06-16,005930,45580,45500,45940,45460,348069,-0.002189141856392296,483.4786230510838,삼성전자,KOSPI
2017-06-19,005930,46560,45580,46560,45560,226078,0.021500658183413845,531.1992390609673,삼성전자,KOSPI
2017-06-20,005930,48140,47240,48140,47220,300900,0.03393470790378017,797.9552816912432,삼성전자,KOSPI
2017-06-21,005930,47480,47740,48120,47480,199473,-0.01371001246364767,885.6659700622577,삼성전자,KOSPI
2017-06-22,005930,47960,47960,48080,47720,229116,0.010109519797809607,993.823027770196,삼성전자,KOSPI
2017-06-23,005930,47620,47600,47780,47420,190302,-0.007089241034195171,1066.332129557353,삼성전자,KOSPI
2017-06-26,005930,48280,47520,48360,47520,171056,0.013859722805543928,1185.4250847602946,삼성전자,KOSPI
2017-06-27,005930,48300,48220,48400,47900,192335,0.00041425020712515526,1278.839523284995,삼성전자,KOSPI
2017-06-28,005930,47700,47600,48000,47560,191450,-0.012422360248447228,1263.9553623030922,삼성전자,KOSPI
2017-06-29,005930,47940,48040,48320,47940,166131,0.005031446540880502,1246.9769761095724,삼성전자,KOSPI
2017-06-30,005930,47540,47500,47620,47100,237551,-0.008343763037129692,1186.6711511841165,삼성전자,KOSPI
2017-07-03,005930,47220,47500,47780,47120,136111,-0.006731173748422359,1180.479831076733,삼성전자,KOSPI
2017-07-04,005930,47000,47160,47400,46900,159220,-0.004659042778483724,1166.7656599605434,삼성전자,KOSPI
2017-07-05,005930,47580,46820,47680,46780,212805,0.012340425531914834,1124.6608845617254,삼성전자,KOSPI
2017-07-06,005930,48060,48000,48100,47720,218461,0.010088272383354413,1074.481025278816,삼성전자,KOSPI
2017-07-07,005930,47860,47740,48120,47620,162638,-0.004161464835622186,1065.1295942896265,삼성전자,KOSPI
2017-07-10,005930,48660,48500,48900,48320,215855,0.01671541997492687,1033.208594621631,삼성전자,KOSPI
2017-07-11,005930,49000,48640,49000,48280,194356,0.006987258528565521,998.5167947879942,삼성전자,KOSPI
2017-07-12,005930,49880,49000,50000,48840,189723,0.01795918367346938,1005.8753715833286,삼성전자,KOSPI
2017-07-13,005930,50560,50080,50940,50040,320683,0.013632718524458687,1078.8122123306207,삼성전자,KOSPI
2017-07-14,005930,50480,51000,51080,50420,164780,-0.0015822784810126667,1069.5690228951316,삼성전자,KOSPI
2017-07-17,005930,50640,50900,51020,50520,179522,0.0031695721077653616,1129.5248185805738,삼성전자,KOSPI
2017-07-18,005930,50840,50420,50880,50360,141689,0.003949447077409074,1252.1392221230637,삼성전자,KOSPI
2017-07-19,005930,50740,50620,50820,50000,223150,-0.0019669551534224894,1318.6799619715416,삼성전자,KOSPI
2017-07-20,005930,51200,50760,51320,50560,167352,0.009065825778478587,1419.086066155925,삼성전자,KOSPI
2017-07-21,005930,51080,50860,51160,50520,168981,-0.002343749999999978,1470.5731070429306,삼성전자,KOSPI
2017-07-24,005930,50860,50700,51000,50620,141995,-0.004306969459671128,1514.0225264263142,삼성전자,KOSPI
2017-07-25,005930,50000,50500,50760,49940,216212,-0.016909162406606337,1511.0944099524284,삼성전자,KOSPI
2017-07-26,005930,49840,49600,50020,49300,224496,-0.0031999999999999806,1471.4042701840285,삼성전자,KOSPI
2017-07-27,005930,49800,50000,50640,49560,228990,-0.0008025682182986049,1436.0164197859094,삼성전자,KOSPI
2017-07-28,005930,47760,49800,49800,47380,523366,-0.04096385542168679,1421.4488531443076,삼성전자,KOSPI
2017-07-31,005930,48200,47420,48240,46920,254028,0.009212730318257867,1355.7969107347528,삼성전자,KOSPI
2017-08-01,005930,48600,48000,48840,47540,227390,0.008298755186721962,1242.8981412302815,삼성전자,KOSPI
2017-08-02,005930,49000,49200,49340,48600,155549,0.008230452674897082,1160.331622289169,삼성전자,KOSPI
2017-08-03,005930,47780,49000,49000,47120,310816,-0.024897959183673435,1182.049513612515,삼성전자,KOSPI
2017-08-04,005930,47700,48160,48180,47500,167184,-0.001674340728338164,1195.1916824906125,삼성전자,KOSPI
2017-08-07,005930,47580,47500,48080,47440,144365,-0.002515723270440251,1263.8000341493089,삼성전자,KOSPI
2017-08-08,005930,47720,47980,48260,47480,159592,0.002942412778478287,1325.4635733246428,삼성전자,KOSPI
2017-08-09,005930,46280,47400,47400,46240,291108,-0.030176026823134916,1505.2508096659521,삼성전자,KOSPI
2017-08-10,005930,45900,46200,46320,45460,459723,-0.00821089023336219,1658.217178335311,삼성전자,KOSPI
2017-08-11,005930,44620,45120,45300,44220,508146,-0.02788671023965139,1901.4263344298047,삼성전자,KOSPI
2017-08-14,005930,45000,45120,45400,44720,383712,0.008516360376512822,2029.2064821916044,삼성전자,KOSPI
2017-08-16,005930,46200,46220,46380,46000,438273,0.026666666666666616,2015.8036140771055,삼성전자,KOSPI
2017-08-17,005930,47040,46960,47300,46740,248317,0.018181818181818077,1948.0559810393443,삼성전자,KOSPI
2017-08-18,005930,46900,46760,47240,46240,209559,-0.0029761904761904656,1822.0552305454135,삼성전자,KOSPI
2017-08-21,005930,46840,47240,47240,46580,102069,-0.0012793176972281106,1672.2310970991027,삼성전자,KOSPI
2017-08-22,005930,47000,46820,47160,46700,147635,0.0034158838599487318,1499.8863114811156,삼성전자,KOSPI
2017-08-23,005930,47480,47780,47780,47180,187694,0.010212765957446912,1378.7087780734726,삼성전자,KOSPI
2017-08-24,005930,47520,47520,47660,47340,173149,0.0008424599831506896,1250.9213446601352,삼성전자,KOSPI
2017-08-25,005930,47020,47880,47880,46720,224871,-0.010521885521885488,1097.197866337126,삼성전자,KOSPI
2017-08-28,005930,46100,47020,47240,45960,199242,-0.019566142067205416,1107.9350161449022,삼성전자,KOSPI
2017-08-29,005930,46080,45640,46080,45160,252473,-0.0004338394793925726,1090.7824328386841,삼성전자,KOSPI
2017-08-30,005930,46200,46380,46400,45960,150260,0.0026041666666667407,1026.099410388684,삼성전자,KOSPI
2017-08-31,005930,46320,46220,46640,46000,220234,0.0025974025974024872,889.2717304212028,삼성전자,KOSPI
2017-09-01,005930,46480,46460,46640,46300,212834,0.003454231433505983,850.0520107926552,삼성전자,KOSPI
2017-09-04,005930,46040,45780,46360,45500,158870,-0.009466437177280573,817.3023662603343,삼성전자,KOSPI
2017-09-05,005930,46760,46240,46900,45960,234322,0.01563857515204181,780.87333024937,삼성전자,KOSPI
2017-09-06,005930,47000,46760,47180,46700,216221,0.0051325919589393365,735.7480976243837,삼성전자,KOSPI
2017-09-07,005930,48120,47000,48220,47000,193530,0.0238297872340425,824.5055934826732,삼성전자,KOSPI
2017-09-08,005930,49080,48700,49180,48580,217860,0.01995012468827939,987.0210364099615,삼성전자,KOSPI
2017-09-11,005930,49800,49700,50180,49500,207495,0.014669926650366705,1089.5576118194435,삼성전자,KOSPI
2017-09-12,005930,49600,50200,50220,49140,240595,-0.004016064257028162,1140.7933527524676,삼성전자,KOSPI
2017-09-13,005930,49620,49820,50400,49440,187140,0.00040322580645169026,1238.4625443202615,삼성전자,KOSPI
2017-09-14,005930,50300,50060,50320,49760,284095,0.01370415155179372,1399.5679784547067,삼성전자,KOSPI
2017-09-15,005930,50400,50300,50560,49860,215146,0.001988071570576455,1531.4856907763246,삼성전자,KOSPI
2017-09-18,005930,52480,50540,52480,50520,230499,0.041269841269841345,1852.6964701554111,삼성전자,KOSPI
2017-09-19,005930,52120,52500,52640,51780,197008,-0.006859756097560954,2054.3673632429764,삼성전자,KOSPI
2017-09-20,005930,52220,52120,52500,51840,185855,0.0019186492709133418,2229.7063767042946,삼성전자,KOSPI
2017-09-21,005930,52800,52219,52960,52219,176796,0.011106855610877098,2416.8990571870363,삼성전자,KOSPI
2017-09-22,005930,53000,52960,53600,52459,278448,0.0037878787878788955,2560.2557438045546,삼성전자,KOSPI
2017-09-25,005930,53620,52999,53679,52999,186062,0.0116981132075471,2658.2455630893496,삼성전자,KOSPI
2017-09-26,005930,51660,53020,53120,51560,341144,-0.036553524804177506,2582.9927562707894,삼성전자,KOSPI
2017-09-27,005930,51680,52000,52200,51500,215940,0.00038714672861006605,2483.0191724040956,삼성전자,KOSPI
2017-09-28,005930,51260,52260,52460,51260,240509,-0.008126934984520107,2344.219317923628,삼성전자,KOSPI
2017-09-29,005930,51280,51180,51620,50840,258188,0.0003901677721420693,2183.2944686510127,삼성전자,KOSPI
2017-10-10,005930,52800,53360,53640,52799,410396,0.029641185647425905,1979.718214930175,삼성전자,KOSPI
2017-10-11,005930,54640,53600,54760,53340,273043,0.034848484848484906,1920.812328157023,삼성전자,KOSPI
2017-10-12,005930,54800,54840,55160,54099,277814,0.002928257686676483,1817.8136086489942,삼성전자,KOSPI
2017-10-13,005930,54000,54540,54840,53780,252033,-0.014598540145985384,1703.3823936354904,삼성전자,KOSPI
2017-10-16,005930,53920,53980,54860,53760,195399,-0.001481481481481528,1630.1759672533917,삼성전자,KOSPI
2017-10-17,005930,54800,54019,55380,54000,212156,0.016320474777448135,1642.2385236076573,삼성전자,KOSPI
2017-10-18,005930,54760,54820,55240,54039,202215,-0.0007299270072992359,1592.02486095373,삼성전자,KOSPI
2017-10-19,005930,52980,54699,54699,52980,242174,-0.032505478451424374,1429.0607883649006,삼성전자,KOSPI
2017-10-20,005930,53840,52800,54100,52800,160541,0.016232540581351484,1321.4230765990226,삼성전자,KOSPI
2017-10-23,005930,54300,54600,54640,54000,166221,0.008543833580980653,1207.7190332018038,삼성전자,KOSPI
2017-10-24,005930,54040,54699,54780,54040,116121,-0.0047882136279926435,1212.671691588021,삼성전자,KOSPI
2017-10-25,005930,53900,54040,54420,53699,117657,-0.002590673575129543,1192.377103895719,삼성전자,KOSPI
2017-10-26,005930,52400,53720,53900,52400,195531,-0.0278293135435993,1184.32925720582,삼성전자,KOSPI
2017-10-27,005930,53080,52400,53320,52140,147850,0.012977099236641143,1179.4539325244434,삼성전자,KOSPI
2017-10-30,005930,54040,53780,54320,53699,163923,0.018085908063300682,1186.6715947068994,삼성전자,KOSPI
2017-10-31,005930,55080,54060,55440,53500,267631,0.01924500370096216,1245.0368838332738,삼성전자,KOSPI
2017-11-01,005930,57220,57500,57500,56179,290205,0.038852578068264254,1428.4842905755238,삼성전자,KOSPI
2017-11-02,005930,57060,57500,57519,56760,214421,-0.0027962250961202084,1523.3550230710484,삼성전자,KOSPI
2017-11-03,005930,56380,57059,57140,55860,198716,-0.01191728005608128,1466.0236229876723,삼성전자,KOSPI
2017-11-06,005930,56380,56380,56500,55340,180019,0.0,1358.9388274834566,삼성전자,KOSPI
2017-11-07,005930,56100,56380,56920,55860,149291,-0.00496630010642074,1339.1764947946679,삼성전자,KOSPI
2017-11-08,005930,56760,56100,57060,55860,170404,0.0117647058823529,1416.9856813153187,삼성전자,KOSPI
2017-11-09,005930,56340,56920,56920,55899,239881,-0.007399577167019,1458.6724317535795,삼성전자,KOSPI
2017-11-10,005930,56400,55800,56540,55780,134976,0.0010649627263046302,1481.9542574089926,삼성전자,KOSPI
2017-11-13,005930,56380,56400,56799,56100,176133,-0.00035460992907798694,1490.6219118913195,삼성전자,KOSPI
2017-11-14,005930,55920,56380,56740,55920,134500,-0.008158921603405478,1499.2966772176198,삼성전자,KOSPI
2017-11-15,005930,55340,55920,56319,55320,176339,-0.0103719599427754,1496.5964895828085,삼성전자,KOSPI
2017-11-16,005930,55780,55440,56000,55400,152814,0.007950849295265572,1406.5452263202264,삼성전자,KOSPI
2017-11-17,005930,55820,56399,56880,55820,214663,0.0007171029042667421,1364.6915980890126,삼성전자,KOSPI
2017-11-20,005930,55200,55900,55980,55200,189455,-0.01110713006091002,1339.8739139423394,삼성전자,KOSPI
2017-11-21,005930,55280,55400,55839,55280,206494,0.0014492753623187582,1297.7109401598386,삼성전자,KOSPI
2017-11-22,005930,55960,55980,56200,55620,159059,0.012301013024601959,1240.9520962805789,삼성전자,KOSPI
2017-11-23,005930,55300,55960,55979,55020,125458,-0.01179413867047896,984.6714653816507,삼성전자,KOSPI
2017-11-24,005930,55460,55300,55500,55180,90724,0.002893309222423257,757.3777476474896,삼성전자,KOSPI
2017-11-27,005930,52640,55360,55360,52640,362578,-0.05084745762711862,973.2420048477179,삼성전자,KOSPI
2017-11-28,005930,53280,52699,53280,51720,269988,0.012158054711246091,1119.464157532525,삼성전자,KOSPI
2017-11-29,005930,52600,53200,53240,52500,191805,-0.01276276276276278,1267.0973875253983,삼성전자,KOSPI
2017-11-30,005930,50800,50800,51860,50200,592683,-0.034220532319391594,1596.7084563992412,삼성전자,KOSPI
2017-12-01,005930,50840,50800,51780,50800,257372,0.0007874015748030594,1843.7544647581994,삼성전자,KOSPI
2017-12-04,005930,51340,50840,51340,50020,297301,0.009834775767112447,1974.7700732250494,삼성전자,KOSPI
2017-12-05,005930,51260,50600,51300,50280,186531,-0.001558239189715649,2084.7100012888336,삼성전자,KOSPI
2017-12-06,005930,50020,51260,51560,50020,217784,-0.0241904018728053,2228.8717939092444,삼성전자,KOSPI
2017-12-07,005930,50740,50040,50980,50020,221312,0.01439424230307873,2283.4774957691643,삼성전자,KOSPI
2017-12-08,005930,52000,51360,52000,51040,225809,0.024832479306267308,2233.0239115320032,삼성전자,KOSPI
2017-12-11,005930,51780,52000,52040,51500,162517,-0.00423076923076926,2167.330640503004,삼성전자,KOSPI
2017-12-12,005930,52100,51820,52100,51660,175301,0.006179992275009649,2097.8011044148616,삼성전자,KOSPI
2017-12-13,005930,51320,52100,52100,51100,226674,-0.01497120921305184,2072.075999419042,삼성전자,KOSPI
2017-12-14,005930,51060,51320,52280,51060,406208,-0.005066250974279041,2003.5652433126622,삼성전자,KOSPI
2017-12-15,005930,50620,51240,51480,50520,298571,-0.008617312965139012,1918.4313767681197,삼성전자,KOSPI
2017-12-18,005930,51200,50620,51240,50620,147005,0.011457921770051449,1826.2299388285383,삼성전자,KOSPI
2017-12-19,005930,51560,51540,52080,51520,239572,0.007031250000000044,1688.8750538060604,삼성전자,KOSPI
2017-12-20,005930,50880,51500,51760,50820,201611,-0.013188518231186941,1440.5992905001294,삼성전자,KOSPI
2017-12-21,005930,49140,51000,51060,49100,312486,-0.034198113207547176,1314.9408631889928,삼성전자,KOSPI
2017-12-22,005930,49700,49400,49960,49240,223993,0.01139601139601143,1003.1655160697973,삼성전자,KOSPI
2017-12-26,005930,48200,49760,50100,48200,320797,-0.030181086519114664,1157.399989995727,삼성전자,KOSPI
2017-12-27,005930,49360,48960,49560,48460,214872,0.02406639004149369,1084.5149291637024,삼성전자,KOSPI
2017-12-28,005930,50960,49560,50960,49500,179709,0.03241491085899506,1002.1996859540112,삼성전자,KOSPI
2018-01-02,005930,51020,51380,51400,50780,169485,0.0011773940345369827,1004.0523156845871,삼성전자,KOSPI
2018-01-03,005930,51620,52540,52560,51420,200270,0.011760094080752737,1022.5067236942763,삼성전자,KOSPI
2018-01-04,005930,51080,52120,52180,50640,233909,-0.010461061604029487,1016.8366840871086,삼성전자,KOSPI
2018-01-05,005930,52120,51300,52120,51200,189623,0.02036021926389986,1055.6035938591835,삼성전자,KOSPI
2018-01-08,005930,52020,52400,52520,51500,167673,-0.0019186492709132308,1070.0634511437565,삼성전자,KOSPI
2018-01-09,005930,50400,51460,51720,49980,360272,-0.03114186851211076,1075.8257538428709,삼성전자,KOSPI
2018-01-10,005930,48840,50500,50520,48640,371336,-0.030952380952380953,1137.1520289047141,삼성전자,KOSPI
2018-01-11,005930,48240,48200,49260,48020,502476,-0.012285012285012331,1239.1576085984263,삼성전자,KOSPI
2018-01-12,005930,48200,48240,48480,46760,545409,-0.0008291873963516272,1291.7923085469486,삼성전자,KOSPI
2018-01-15,005930,48540,48800,48980,47920,201920,0.007053941908713668,1333.8649817255443,삼성전자,KOSPI
2018-01-16,005930,50000,48760,50140,48620,407793,0.030078285949732164,1320.4763893144188,삼성전자,KOSPI
2018-01-17,005930,49620,50020,50020,49060,221061,-0.007600000000000051,1322.0697489363538,삼성전자,KOSPI
2018-01-18,005930,49900,50020,50640,49820,296977,0.005642885933091479,1298.7038072429643,삼성전자,KOSPI
2018-01-19,005930,49320,50380,50380,49040,184399,-0.011623246492985961,1259.4384713664645,삼성전자,KOSPI
2018-01-22,005930,48240,48640,48680,47960,250418,-0.021897810218978075,1295.5486543505326,삼성전자,KOSPI
2018-01-23,005930,49160,48660,49160,48300,270654,0.019071310116086204,1294.998882340506,삼성전자,KOSPI
2018-01-24,005930,49340,48860,49700,48560,191010,0.003661513425549323,1299.3516601913846,삼성전자,KOSPI
2018-01-25,005930,50260,49220,50360,49160,223207,0.01864612890149986,1245.630679404488,삼성전자,KOSPI
2018-01-26,005930,50780,50500,50780,49840,207002,0.010346199761241515,1252.959023986609,삼성전자,KOSPI
2018-01-29,005930,51220,51200,51480,50900,236776,0.008664828672705793,1264.9210501679133,삼성전자,KOSPI
2018-01-30,005930,49800,50440,50640,49780,245691,-0.027723545490042967,1242.1522069630437,삼성전자,KOSPI
2018-01-31,005930,49900,50020,54140,49600,1293626,0.002008032128514081,1177.1951499444067,삼성전자,KOSPI
2018-02-01,005930,49820,50620,50960,49720,552189,-0.0016032064128256307,1141.007864726805,삼성전자,KOSPI
2018-02-02,005930,47700,49380,49400,47700,585207,-0.04255319148936165,1092.1514257840379,삼성전자,KOSPI
2018-02-05,005930,47920,46500,48320,46000,567158,0.004612159329140386,986.7970516031318,삼성전자,KOSPI
2018-02-06,005930,47420,46600,47920,46580,388129,-0.01043405676126874,1044.7759769947174,삼성전자,KOSPI
2018-02-07,005930,45800,48240,48260,45800,468961,-0.03416280050611553,1293.1963664135722,삼성전자,KOSPI
